Region,Zona,Cod,Nombre,Domicilio,Latitud,Longitud
PROV. DE SANTA FE,ROSARIO,1440,ZANNI,AMENABAR 5359,-32.9635831,-60.6957277
PROV. DE SANTA FE,ROSARIO,1443,ZUCCO,JUAN JOSE PASO 2364,-32.9243005,-60.8083406
PROV. DE SANTA FE,ROSARIO,6467,RUGGERI,BV.AVELLANEDA 735 BIS,-33.0009142,-60.6893291
PROV. DE SANTA FE,ROSARIO,91220,RUPPEL,SALTA 3079,-32.9347407,-60.6633561
PROV. DE SANTA FE,ROSARIO,7118,S.SOLARI,AV. SAN MARTIN 3701,-32.9807713,-60.6444666
PROV. DE SANTA FE,ROSARIO,6891,SAAD,JUJUY 1598,-32.936942,-60.6429156
PROV. DE SANTA FE,ROSARIO,6562,SAAVEDRA,BV.SEGUI 1494,-32.9779495,-60.6517023
PROV. DE SANTA FE,ROSARIO,7071,SAGRIPANTI,JUJUY 2136,-32.9356372,-60.6503214
PROV. DE SANTA FE,ROSARIO,6959,SAIA,AV.FRANCIA 1501,-32.9502822,-60.6675377
PROV. DE SANTA FE,ROSARIO,6713,SALA,MENDOZA 4935/37,-32.9401441,-60.71082
PROV. DE SANTA FE,ROSARIO,7976,SALOMON,MAIPU 3297,-32.9760207,-60.6425708
PROV. DE SANTA FE,ROSARIO,8495,SALTA,URQUIZA 3299,-32.9376822,-60.667215
PROV. DE SANTA FE,ROSARIO,1333,SAN CAYETANO,BUENOS AIRES 2556,-32.9680126,-60.6379229
PROV. DE SANTA FE,ROSARIO,8858,SAN JOSE,PELLEGRINI 1395,-32.9566844,-60.6448957
PROV. DE SANTA FE,ROSARIO,1376,SAN MARTINO,SORRENTO 774,-32.9070848,-60.6897334
PROV. DE SANTA FE,ROSARIO,1425,SANTA MONICA,OVIDIO LAGOS 3049,-32.9686972,-60.6676744
PROV. DE SANTA FE,ROSARIO,6876,SANTA ROSA,ITALIA 2707,-32.9672886,-60.6534919
PROV. DE SANTA FE,ROSARIO,7088,SANTINO,CALLAO 699,-32.94106992,-60.65963689
PROV. DE SANTA FE,ROSARIO,1310,SARANICH,ENTRE RIOS 1107,-32.9497939,-60.641849
PROV. DE SANTA FE,ROSARIO,7096,SARAVALLI,PARAGUAY 1402,-32.9529471,-60.6456748
PROV. DE SANTA FE,ROSARIO,8018,SARTOR,ESPAÑA 901,-32.9462299,-60.6467561
PROV. DE SANTA FE,ROSARIO,6386,SCARAVAGLIONE,CORRIENTES 962,-32.8590204,-60.7866233
PROV. DE SANTA FE,ROSARIO,7099,SCARPIGNATO,BV.OROÑO 1509,-32.9524986,-60.655277
PROV. DE SANTA FE,ROSARIO,7102,SCLOSA,MENDOZA 5555,-32.9409057,-60.6993421
PROV. DE SANTA FE,ROSARIO,14521,SCOLLO,BV. 27 DE FEBRERO 1723,-32.9661456,-60.6523014
PROV. DE SANTA FE,ROSARIO,6356,SDRIGOTTI,BV.RONDEAU 2398,-32.8906578,-60.6931758
PROV. DE SANTA FE,ROSARIO,11284,SILVANA LORENZETTI,VIAMONTE 88,-32.9678057,-60.6285933
PROV. DE SANTA FE,ROSARIO,7111,SILVIA BARATTO,ALSINA 1398,-32.9468795,-60.6783163
PROV. DE SANTA FE,ROSARIO,7119,SOLARI,AV. SAN MARTIN 5602,-33.0163881,-60.6521417
PROV. DE SANTA FE,ROSARIO,6717,SOLIS,PUEYRREDON 1395 PB,-32.95030421,-60.65915268
PROV. DE SANTA FE,ROSARIO,7093,STIEFEL REANO,BOULEVARD RONDEAU 1642,-32.897675,-60.6909986
PROV. DE SANTA FE,ROSARIO,6026,STRELUK,PROV.UNIDAS 2398,-32.9567742,-60.7121308
PROV. DE SANTA FE,ROSARIO,6970,STRIEBECK,CORDOBA 2730,-33.03106697,-60.65212098
PROV. DE SANTA FE,ROSARIO,7137,TARALLO,SAN JUAN 3716,-32.9437013,-60.6749597
PROV. DE SANTA FE,ROSARIO,6384,TARICCO,AV.AVELLANEDA 1945,-32.8901948,-60.902024
PROV. DE SANTA FE,ROSARIO,7138,TARTARELLI,BV.RONDEAU 1350,-32.9004743,-60.6903116
PROV. DE SANTA FE,ROSARIO,6652,TONEGUZZO,3 DE FEBRERO 2366,-32.7439006,-60.734105
PROV. DE SANTA FE,ROSARIO,7149,TORRESI,BUENOS AIRES 4271,-32.9876985,-60.6427791
PROV. DE SANTA FE,ROSARIO,6992,TRONCOSO,SANTA FE 2076(CENTRO),-32.9425249,-60.6510909
PROV. DE SANTA FE,ROSARIO,6476,TUMINI,ITALIA 1898,-32.9577086,-60.6512051
PROV. DE SANTA FE,ROSARIO,6554,TURIN,SAN MARTIN 5386,-32.9764777,-60.6372639
PROV. DE SANTA FE,ROSARIO,7160,UMANSKY,SAN MARTIN 3998,-32.9764777,-60.6372639
PROV. DE SANTA FE,ROSARIO,91142,VALLECILLO,ROUILLON 2472,-32.9573945,-60.7016819
PROV. DE SANTA FE,ROSARIO,91236,VERONICA LAZARTE,CASIANO CASAS 1870 BIS-LOCAL 2,-32.89930289,-60.71320287
PROV. DE SANTA FE,ROSARIO,6921,VESCIO,VELEZ SARFIELD 369,-33.0158058,-60.626039
PROV. DE SANTA FE,ROSARIO,6963,VIA CORDOBA,CORDOBA 5753,-32.94588896,-60.64108219
PROV. DE SANTA FE,ROSARIO,1332,VIAMONTE,VIAMONTE 906,-32.9656818,-60.6403571
PROV. DE SANTA FE,ROSARIO,1817,VICTORIA,ESPAÑA 620,-32.9428423,-60.6460198
PROV. DE SANTA FE,ROSARIO,13550,VILA,CORDOBA 3199,-33.03102406,-60.6542111
PROV. DE SANTA FE,ROSARIO,14149,VIVIANA MINAGLIA,VIAMONTE 1098,-32.9653224,-60.6426277
PROV. DE SANTA FE,ROSARIO,6788,WIRZT,SAN LUIS 2101,-32.9466006,-60.6528264
PROV. DE SANTA FE,ROSARIO,7188,YASPARRA,PELLEGRINI 1296 PB,-32.9566419,-60.64352394
PROV. DE SANTA FE,ROSARIO,6910,MOROSINI,JUNIN 1996,-32.9269185,-60.6911003
PROV. DE SANTA FE,ROSARIO,1438,MUÑOZ,ROUILLON 3027,-32.964086,-60.701179
PROV. DE SANTA FE,ROSARIO,93,MUTUAL A.M.U.R.,SALTA 2172,-32.9367634,-60.650961
PROV. DE SANTA FE,ROSARIO,6543,NORA RODRIGUEZ,CARRIEGO 1366,-32.959243,-60.683476
PROV. DE SANTA FE,ROSARIO,7686,NORMA SOLARI,DR.RIVAS 1382 ESQ. CORRIENTES,-32.98290999,-60.65172496
PROV. DE SANTA FE,ROSARIO,10645,NUÑEZ,AV. FRANCIA 1717,-32.9529133,-60.668134
PROV. DE SANTA FE,ROSARIO,10644,NUEVO ALBERDI,SANCHEZ GRANEL 2826,-32.959243,-60.683476
PROV. DE SANTA FE,ROSARIO,7024,OLDANI,BVAR AVELLANEDA 384 BIS,-33.15271901,-60.49837293
PROV. DE SANTA FE,ROSARIO,6942,ORIOL,JUNIN 498,-32.9264375,-60.6705493
PROV. DE SANTA FE,ROSARIO,6941,ORIOLI,CORDOBA 2275,-33.07502882,-60.58230014
PROV. DE SANTA FE,ROSARIO,6943,ORLANDI,SAN MARTIN 3110,-33.0200931,-60.8781458
PROV. DE SANTA FE,ROSARIO,4672,OROÑO,OROÑO 3071,-32.970295,-60.6598354
PROV. DE SANTA FE,ROSARIO,6544,OVIDIO LAGOS,OVIDIO LAGOS 1399,-32.9496448,-60.6632443
PROV. DE SANTA FE,ROSARIO,13845,PAIRONE,AGRELO 993,-32.9049808,-60.6877882
PROV. DE SANTA FE,ROSARIO,6393,PANOZZO,PTE.ROCA 2298,-32.7385999,-60.7391198
PROV. DE SANTA FE,ROSARIO,11788,PARIZZIA,WHEELWRIGHT 1475,-32.9368904,-60.6412166
PROV. DE SANTA FE,ROSARIO,6962,PARLATORE,PARAGUAY 387,-32.9406046,-60.642446
PROV. DE SANTA FE,ROSARIO,13561,PARQUE BRITANIA,PARAGUAY 102,-32.937311,-60.6417542
PROV. DE SANTA FE,ROSARIO,6619,PARQUE ESPAÑA,SALTA 1222,-32.9391142,-60.6381285
PROV. DE SANTA FE,ROSARIO,6664,PASTEUR,BV. SEGUI 2809,-32.9750469,-60.669839
PROV. DE SANTA FE,ROSARIO,8016,PATRIS,MONTEVIDEO 5602,-32.9470296,-60.6997625
PROV. DE SANTA FE,ROSARIO,5142,PECCHIO,OVIDIO LAGOS 4601,-32.991665,-60.6731994
PROV. DE SANTA FE,ROSARIO,1409,PEDRETTI,ZUVIRIA 7202,-32.9370409,-60.7187204
PROV. DE SANTA FE,ROSARIO,6246,PELLEGRINI,PELLEGRINI 1195/97,-32.9595035,-60.6289745
PROV. DE SANTA FE,ROSARIO,10806,PENNACCHIETTI,SAN LUIS 1798,-33.0056343,-60.7684911
PROV. DE SANTA FE,ROSARIO,6973,PENOTTI,MENDOZA 7211,-32.9405527,-60.7186395
PROV. DE SANTA FE,ROSARIO,12429,PERCARA,3 DE FEBRERO 2011,-32.7439006,-60.734105
PROV. DE SANTA FE,ROSARIO,6977,PERINETTI,RICARDO NUNEZ 1078,-32.8845763,-60.692357
PROV. DE SANTA FE,ROSARIO,6983,PETRUZZI,AV.PELLEGRINI 3770,-32.9506471,-60.6772879
PROV. DE SANTA FE,ROSARIO,4709,PIERISTEI,SARMIENTO 3202,-32.9746265,-60.6453344
PROV. DE SANTA FE,ROSARIO,8704,PILLIDO,GUATEMALA 1170 A,-32.9304504,-60.7177414
PROV. DE SANTA FE,ROSARIO,10563,PISTACCHIA,EVA PERON 8055,-32.9322069,-60.7357757
PROV. DE SANTA FE,ROSARIO,5557,POUSSIF,ALEM 3199,-32.9761572,-60.6351875
PROV. DE SANTA FE,ROSARIO,7011,RABITO,BERRINI 2275 PB.DTO.A(B.RUCCI),-32.88842389,-60.71323992
PROV. DE SANTA FE,ROSARIO,7012,RABOZZI,LEIVA 6007,-33.0000956,-60.638013
PROV. DE SANTA FE,ROSARIO,1355,RAGAZZO,CONSTITUCION 940,-32.94172689,-60.67423993
PROV. DE SANTA FE,ROSARIO,7018,RANKIN,URQUIZA 5835,-32.9263738,-60.7562002
PROV. DE SANTA FE,ROSARIO,7028,RESTA,BIEDMA 3086,-32.9770685,-60.6709878
PROV. DE SANTA FE,ROSARIO,1454,REYNA,OVIDIO LAGOS 2794,-32.9655656,-60.6673091
PROV. DE SANTA FE,ROSARIO,6653,RICCOBENE,OVIDIO LAGOS 50 BIS,-32.934687,-60.6595566
PROV. DE SANTA FE,ROSARIO,7031,RIDAO,MORENO 40 BIS,-33.1882057,-60.4768569
PROV. DE SANTA FE,ROSARIO,91538,RINCIC,SAN NICOLAS 3302,-32.9696672,-60.6797959
PROV. DE SANTA FE,ROSARIO,7037,ROBIN,AV.ALBERDI 951,-32.9280448,-60.6752955
PROV. DE SANTA FE,ROSARIO,7043,RODRIGUEZ MOREALE,AV. SORRENTO 1072,-32.9082476,-60.7220522
PROV. DE SANTA FE,ROSARIO,1326,ROLDAN,SALTA 2120,-32.9368556,-60.6504643
PROV. DE SANTA FE,ROSARIO,6286,ROLDAN,BALCARCE 162,-32.9364767,-60.6501596
PROV. DE SANTA FE,ROSARIO,7052,ROMERO,BV.OROÑO 3207,-32.9720141,-60.6602434
PROV. DE SANTA FE,ROSARIO,5265,RONCHI,3 DE FEBRERO 1283,-32.7439006,-60.734105
PROV. DE SANTA FE,ROSARIO,6522,RUANI CAROLINA,CORRIENTES 198,-32.8590204,-60.7866233
PROV. DE SANTA FE,ROSARIO,7166,RUCCI,SAN JUAN 497,-32.9518556,-60.6305827
PROV. DE SANTA FE,ROSARIO,5990,HOMEOS,URQUIZA 1802,-32.9411503,-60.6471571
PROV. DE SANTA FE,ROSARIO,10052,INCHAURZA,ALEM 1914,-32.961589,-60.6317091
PROV. DE SANTA FE,ROSARIO,6637,INGLESA,SARMIENTO 636,-32.9445635,-60.6377842
PROV. DE SANTA FE,ROSARIO,6779,ITALIANA,SAN MARTIN 1902,-32.9599714,-60.6401347
PROV. DE SANTA FE,ROSARIO,4476,IVARZ,MENDOZA 6255 (ZONA OESTE),-32.9402144,-60.7073917
PROV. DE SANTA FE,ROSARIO,6585,JELUSICH,BUENOS AIRES 1628,-32.9574152,-60.6352679
PROV. DE SANTA FE,ROSARIO,6783,JUAN,JUNIN 5648,-32.9271872,-60.7009104
PROV. DE SANTA FE,ROSARIO,1339,KENNEDY,OVIDIO LAGOS 2598,-32.9632012,-60.6667506
PROV. DE SANTA FE,ROSARIO,537,KNOBEL,SARMIENTO 4590(TIRO SUIZO),-32.990293,-60.6493126
PROV. DE SANTA FE,ROSARIO,6792,LA CAPITAL,CORRIENTES 1532,-32.8590204,-60.7866233
PROV. DE SANTA FE,ROSARIO,6796,LA SALUD,CORRIENTES 2198(CENTRO),-32.8590204,-60.7866233
PROV. DE SANTA FE,ROSARIO,7041,LA UNIVERSIDAD,SALTA 2801,-32.9353462,-60.6599345
PROV. DE SANTA FE,ROSARIO,6799,LAFRANCHI,AV.PELLEGRINI 1909,-32.9553964,-60.6522269
PROV. DE SANTA FE,ROSARIO,6732,LAGRECA,CALLAO Y 3 DE FEBRERO,-32.94884698,-60.66169901
PROV. DE SANTA FE,ROSARIO,10220,LAMBAS,IRIONDO 1820,-32.9530925,-60.6727897
PROV. DE SANTA FE,ROSARIO,6914,LAPRIDA,LAPRIDA 1401,-32.9547204,-60.635966
PROV. DE SANTA FE,ROSARIO,6739,LAURA GOMEZ,BV.RONDEAU 125,-32.9138182,-60.6868287
PROV. DE SANTA FE,ROSARIO,90369,LAURINO,MORENO 4497,-33.1882057,-60.4768569
PROV. DE SANTA FE,ROSARIO,1373,LAZARTE,SUPERI 1466,-32.8960273,-60.7009247
PROV. DE SANTA FE,ROSARIO,6817,LILJESTHROM,AV.ARIJON 2757 A,-33.003753,-60.6725514
PROV. DE SANTA FE,ROSARIO,10646,LINGUA DE SOLARI,AV. SAN MARTIN 5241,-33.0163881,-60.6521417
PROV. DE SANTA FE,ROSARIO,6821,LO MORO,SAN LORENZO 1888,-32.9421701,-60.6482741
PROV. DE SANTA FE,ROSARIO,1341,LOMBARDELLI,MENDOZA 2595,-32.9480293,-60.6598856
PROV. DE SANTA FE,ROSARIO,10232,LOMBARTE,URIBURU 2576,-32.9953691,-60.6935761
PROV. DE SANTA FE,ROSARIO,6826,LORENZETTI,NECOCHEA 1795,-32.9607832,-60.6270414
PROV. DE SANTA FE,ROSARIO,5825,LORENZINI,NECOCHEA 1687,-32.9595103,-60.6267482
PROV. DE SANTA FE,ROSARIO,5923,LOURDES,PUEYRREDON 1202 UNIDAD 2,-32.94816907,-60.65875763
PROV. DE SANTA FE,ROSARIO,6832,LUCIANI,AVIADOR ANDERSON 3180,-32.966582,-60.72148912
PROV. DE SANTA FE,ROSARIO,1351,LUMANI,SAN LUIS 2922,-32.9445509,-60.6638869
PROV. DE SANTA FE,ROSARIO,6006,LURASCHI,AV.PELLEGRINI 3995,-32.950328,-60.68031
PROV. DE SANTA FE,ROSARIO,349,M. A. GARCIA,GUATEMALA 1403,-32.9448989,-60.7169879
PROV. DE SANTA FE,ROSARIO,1348,MAMELUCCO,SAN LUIS 3039,-32.9443615,-60.6653572
PROV. DE SANTA FE,ROSARIO,6845,MANDRILE,PTE.ROCA 195,-32.9380673,-60.6432404
PROV. DE SANTA FE,ROSARIO,1340,MARIN,LA PAZ 3093,-32.9593813,-60.6696973
PROV. DE SANTA FE,ROSARIO,6417,MARTA PIATTI,SAN NICOLAS 485,-32.9366236,-60.6713386
PROV. DE SANTA FE,ROSARIO,7968,MARTINEZ,URUGUAY 110,-32.8225904,-60.7250455
PROV. DE SANTA FE,ROSARIO,7841,MC CLYMONT,SALTA 2398,-32.9361983,-60.6540391
PROV. DE SANTA FE,ROSARIO,6874,MENDEZ,NECOCHEA 2945,-32.9741009,-60.6304126
PROV. DE SANTA FE,ROSARIO,6898,MENENDEZ,VELEZ SARSFIELD 731,-32.9249333,-60.6740677
PROV. DE SANTA FE,ROSARIO,6827,MENONI,AYACUCHO 1397,-32.9557782,-60.6287155
PROV. DE SANTA FE,ROSARIO,5809,MERCURIO,SANTA FE 1813,-32.9433531,-60.6477867
PROV. DE SANTA FE,ROSARIO,6885,MILANI STRA,OVIDIO LAGOS 3298,-32.9713318,-60.6687258
PROV. DE SANTA FE,ROSARIO,6395,MILITELLO,AMENABAR 1773,-32.970609,-60.653917
PROV. DE SANTA FE,ROSARIO,6397,MINA,SANTIAGO 1499,-32.9516626,-60.6580549
PROV. DE SANTA FE,ROSARIO,13909,MINAGLIA,ENTRE RIOS 2564,-32.9666309,-60.6462245
PROV. DE SANTA FE,ROSARIO,12139,MITTER,CARBALLO 194 - PB. LOCAL 2,-32.92212362,-60.67578791
PROV. DE SANTA FE,ROSARIO,7187,MOLEDO,BV.RONDEAU 3695,-32.8812644,-60.6967734
PROV. DE SANTA FE,ROSARIO,6902,MOLLARDO,OLIVE 1982,-32.9131088,-60.6911723
PROV. DE SANTA FE,ROSARIO,12087,MONTES,PRESIDENTE ROCA 901,-32.9464399,-60.6453535
PROV. DE SANTA FE,ROSARIO,6909,MORONI,AV.PELLEGRINI 1571,-32.956235,-60.6474029
PROV. DE SANTA FE,ROSARIO,7456,DEL SIGLO,CORDOBA 1469,-32.94560189,-60.64329486
PROV. DE SANTA FE,ROSARIO,7098,DEL SOL,PARAGUAY 952,-32.9473163,-60.644249
PROV. DE SANTA FE,ROSARIO,6027,DEL SUR,PARAGUAY 6220,-32.9396287,-60.6422684
PROV. DE SANTA FE,ROSARIO,6635,DESMEDT,NICARAGUA 671 BIS,-32.9136173,-60.7205057
PROV. DE SANTA FE,ROSARIO,6881,DI BENEDETTO,ALEM 1298,-32.7379492,-60.7416655
PROV. DE SANTA FE,ROSARIO,6645,DI MONACO,PTE. ROCA 1462,-32.9533122,-60.6471936
PROV. DE SANTA FE,ROSARIO,13740,DI SIPIO,RICCHERI 1198,-32.9463435,-60.6506626
PROV. DE SANTA FE,ROSARIO,1315,DIAZ,URQUIZA 2373,-32.9399257,-60.654712
PROV. DE SANTA FE,ROSARIO,10643,DIMARCO,BV. OROÑO 5835 B,-32.9878536,-60.6644774
PROV. DE SANTA FE,ROSARIO,7404,DOSOUTO,CALLE 1402 1975 BIS,-32.90605993,-60.72679764
PROV. DE SANTA FE,ROSARIO,6649,EDGARDO YAFFE,1 DE MAYO 912,-32.7817809,-60.7404392
PROV. DE SANTA FE,ROSARIO,6440,EL CIRCULO,MENDOZA 742,-32.9523256,-60.6345226
PROV. DE SANTA FE,ROSARIO,6999,ELMIR,VIEDMA 1499,-33.080174,-60.5660059
PROV. DE SANTA FE,ROSARIO,6654,EMBON,TUCUMAN 1900 ESQ.DORREGO,-32.93980601,-60.64805796
PROV. DE SANTA FE,ROSARIO,6655,ENTRECONTI,OVIDIO LAGOS 5106,-32.934687,-60.6595566
PROV. DE SANTA FE,ROSARIO,6657,ESCOBAR,FRAGATA SARMIENTO 3019,-32.9876916,-60.6786385
PROV. DE SANTA FE,ROSARIO,6662,ESPAÑA,ESPAÑA 1795,-32.9567958,-60.6494195
PROV. DE SANTA FE,ROSARIO,13336,ESTEFANIA HERNANDEZ,JUAN PABLO II 1740/1790 LOC.1,-32.9071699,-60.72261994
PROV. DE SANTA FE,ROSARIO,6658,EUROPEA,ENTRE RIOS 401,-32.9414023,-60.6397314
PROV. DE SANTA FE,ROSARIO,9340,FALCONE,SAN MARTIN 658,-32.9452578,-60.6363825
PROV. DE SANTA FE,ROSARIO,1357,FARINA,SANTA FE 3304,-32.939579,-60.6680888
PROV. DE SANTA FE,ROSARIO,6625,FARMA & CIA,MITRE 786,-32.9459237,-60.6395876
PROV. DE SANTA FE,ROSARIO,6763,FARMA-SHOP(HANONO),1 DE MAYO 1698,-32.9585526,-60.6325296
PROV. DE SANTA FE,ROSARIO,6786,FENOGLIO,ZEBALLOS 1899 - PLANTA BAJA,-32.95307566,-60.6513629
PROV. DE SANTA FE,ROSARIO,14055,FERNANDEZ GAROFALO,BV.RONDEAU 705,-32.9084762,-60.688467
PROV. DE SANTA FE,ROSARIO,6675,FERRARI,CRESPO 2102,-32.95655389,-60.67225593
PROV. DE SANTA FE,ROSARIO,13672,FERRERO M.FLORENCIA,SANTIAGO 6,-32.9340677,-60.6537488
PROV. DE SANTA FE,ROSARIO,3901,FESSIA,MARTIN FIERRO 370,-32.8766589,-60.6913491
PROV. DE SANTA FE,ROSARIO,13198,FIORUCCI,JUJUY 1598,-32.936942,-60.6429156
PROV. DE SANTA FE,ROSARIO,6684,FLAVIO ROSSI,DORREGO 91,-32.9361722,-60.6470322
PROV. DE SANTA FE,ROSARIO,6900,FLORES,BV. OROÑO 1191,-32.948653,-60.6542934
PROV. DE SANTA FE,ROSARIO,6692,FRANCHINI,MONTEVIDEO 4660,-32.9474116,-60.6891523
PROV. DE SANTA FE,ROSARIO,6433,GALENICA,ESPAÑA 2198,-32.9613691,-60.6506906
PROV. DE SANTA FE,ROSARIO,6701,GALIZIA,BV.SEGUI 1701,-32.9777086,-60.6549398
PROV. DE SANTA FE,ROSARIO,6706,GAMULIN,RODRIGUEZ 714,-33.1235474,-60.8016014
PROV. DE SANTA FE,ROSARIO,1426,GENTILE,ALBERTO J.PAZ 1065-LOC.49/50,-32.91605081,-60.80185432
PROV. DE SANTA FE,ROSARIO,1363,GERVATTI,BV.AVELLANEDA 967 BIS,-32.9165075,-60.6737179
PROV. DE SANTA FE,ROSARIO,6719,GHEZZI,VIRASORO 1304,-32.9693003,-60.6470684
PROV. DE SANTA FE,ROSARIO,6720,GHIONE,PJE.CRAIG 195,-32.91528495,-60.71480834
PROV. DE SANTA FE,ROSARIO,13594,GINI,SAN MARTIN 497,-32.943209,-60.6357452
PROV. DE SANTA FE,ROSARIO,6729,GIOVINAZZO,CASIANO CASAS 1284,-32.9035899,-60.70036288
PROV. DE SANTA FE,ROSARIO,91585,GIRAUDO,ESPAÑA 1372,-32.9520069,-60.6483126
PROV. DE SANTA FE,ROSARIO,8738,GIUDICI,AYALA GAUNA 7887,-32.912481,-60.7329374
PROV. DE SANTA FE,ROSARIO,6738,GOMEZ,AV. ALBERDI 243,-32.9280448,-60.6752955
PROV. DE SANTA FE,ROSARIO,1371,GOMEZ VALLE,BAIGORRIA 2350,-32.8937357,-60.7136386
PROV. DE SANTA FE,ROSARIO,1295,GUGLIELMINO,MENDOZA 1595,-32.9503668,-60.6462175
PROV. DE SANTA FE,ROSARIO,2392,GUGLIOTTA,AV. DEL ROSARIO 1401,-32.9163494,-60.8073371
PROV. DE SANTA FE,ROSARIO,13120,GUIMERANS,9 DE JULIO 2264 PB,-32.95089967,-60.65606314
PROV. DE SANTA FE,ROSARIO,6877,HERNANDEZ,BAIGORRIA 2131,-32.8938469,-60.7110292
PROV. DE SANTA FE,ROSARIO,6773,HIPOLITO,BV.OROÑO 5397,-32.9878536,-60.6644774
PROV. DE SANTA FE,ROSARIO,6483,BITTAR,SAN JUAN 3292,-32.9447669,-60.6689161
PROV. DE SANTA FE,ROSARIO,6484,BIZZARRI,JOSE INGENIEROS 876,-32.9160096,-60.6761947
PROV. DE SANTA FE,ROSARIO,6695,BIZZOTTO,COLON 1301,-32.95496309,-60.62710087
PROV. DE SANTA FE,ROSARIO,13794,BOGDANOWICZ,AVELLANEDA 524 BIS L.1-2-3,-32.93577188,-60.67851294
PROV. DE SANTA FE,ROSARIO,6489,BONACCI,CASTRO BARROS 5202,-32.99725394,-60.62972906
PROV. DE SANTA FE,ROSARIO,6492,BONETTO,JUAN JOSE PASO 5669,-32.9199664,-60.7015175
PROV. DE SANTA FE,ROSARIO,8473,BOSAZ,MENDOZA 7940,-32.9399956,-60.7322948
PROV. DE SANTA FE,ROSARIO,1445,BUSALACCHI,LAMADRID 1977,-32.9968373,-60.6390851
PROV. DE SANTA FE,ROSARIO,6523,CALVAGNA,PROVINCIAS UNIDAS 1723,-32.9489832,-60.7120681
PROV. DE SANTA FE,ROSARIO,7132,CALVIN,JUNIN 1794,-32.9268349,-60.6884813
PROV. DE SANTA FE,ROSARIO,6526,CAMPO,RODRIGUEZ 1601,-32.9275791,-60.8121887
PROV. DE SANTA FE,ROSARIO,1446,CAPERONE,ARIJON 1645,-33.0030956,-60.650462
PROV. DE SANTA FE,ROSARIO,6104,CAPPONE,BOULEVARD OROÑO 918(CENTRO),-32.9452059,-60.6539832
PROV. DE SANTA FE,ROSARIO,6853,CARCACHA-CAGLIERO,RUEDA 2478,-32.9676331,-60.6631579
PROV. DE SANTA FE,ROSARIO,6536,CARDINI,OVIDIO LAGOS 421,-32.9379559,-60.6602888
PROV. DE SANTA FE,ROSARIO,91738,CARRA,BV. RONDEAU 1029,-32.9047459,-60.6895993
PROV. DE SANTA FE,ROSARIO,1403,CARUSO,AV.PELLEGRINI 5939,-32.9484945,-60.7034633
PROV. DE SANTA FE,ROSARIO,6546,CASA,BAIGORRIA 1710,-32.8937218,-60.7050404
PROV. DE SANTA FE,ROSARIO,8935,CASADEI,ITALIA 1431,-32.9525176,-60.6497819
PROV. DE SANTA FE,ROSARIO,1380,CASTELLI,ARIJON 302,-33.0030956,-60.650462
PROV. DE SANTA FE,ROSARIO,6561,CASTRO,BV.SEGUI 372,-32.9808001,-60.6361146
PROV. DE SANTA FE,ROSARIO,6552,CATAUDELLA,9 DE JULIO 504,-32.95526991,-60.63170588
PROV. DE SANTA FE,ROSARIO,10642,CATIVIELA,BV. AVELLANEDA 2655,-32.960994,-60.6845124
PROV. DE SANTA FE,ROSARIO,7108,CAVATORTA,AV. SAN MARTIN 5023,-33.0163881,-60.6521417
PROV. DE SANTA FE,ROSARIO,10616,CECCARELLI,AYACUCHO 5380,-32.9559502,-60.628808
PROV. DE SANTA FE,ROSARIO,6557,CECONI,J.B.JUSTO 7235,-32.9151849,-60.7202119
PROV. DE SANTA FE,ROSARIO,1316,CENTENARIO,CORRIENTES 501,-32.8590204,-60.7866233
PROV. DE SANTA FE,ROSARIO,5865,CENTINEO,ECHEVERRIA 591,-32.8486616,-60.6997912
PROV. DE SANTA FE,ROSARIO,6911,CESCHIN,EVA PERON 7907,-32.9297238,-60.7322663
PROV. DE SANTA FE,ROSARIO,11280,CHIABRANDO,MENDOZA 1242/1244,-32.9404361,-60.7178334
PROV. DE SANTA FE,ROSARIO,271,CHIMENTON,AV. PELLEGRINI 4460,-32.9489711,-60.6866742
PROV. DE SANTA FE,ROSARIO,1297,CHIMINELLO,SAN JUAN 2010,-32.9407536,-60.6994812
PROV. DE SANTA FE,ROSARIO,6882,COLLOMB,CORDOBA 4313,-32.94588896,-60.64108219
PROV. DE SANTA FE,ROSARIO,6586,COLON,URQUIZA 2147,-32.9404475,-60.6516489
PROV. DE SANTA FE,ROSARIO,870,CONDE,NECOCHEA 1245(MARTIN),-32.9545459,-60.6255328
PROV. DE SANTA FE,ROSARIO,1343,CORDOBA,CORDOBA 2394,-33.07495758,-60.58339633
PROV. DE SANTA FE,ROSARIO,1344,CORIASCO,CAFFERATA 1242,-32.94618191,-60.6725099
PROV. DE SANTA FE,ROSARIO,6593,CORSI,TEJEDA 2666,-32.887599,-60.7169769
PROV. DE SANTA FE,ROSARIO,91093,CRISTIAN HERNANDEZ,BV.OROÑO 3514,-32.9753696,-60.6614314
PROV. DE SANTA FE,ROSARIO,7940,CUBELLS,EVA PERON 8166,-32.9283613,-60.738222
PROV. DE SANTA FE,ROSARIO,7329,CUBO,AV.PELLEGRINI 1795,-32.9556951,-60.6504115
PROV. DE SANTA FE,ROSARIO,6858,CUCA,AV.URIBURU 1765,-32.9909226,-60.6559051
PROV. DE SANTA FE,ROSARIO,9361,CULLA,EVA PERON 5401 (EX CORDOBA),-32.9358909,-60.6976477
